datetime,avg_energy,scheduling,hour,apparentTemperature,humidity,windSpeed
2011-12-02 13:00:00,0.20247500000000002,0.0,13.0,4.93,0.8200000000000001,3.0799999999999996
2011-12-02 14:00:00,0.19795833333333332,0.0,14.0,4.880000000000001,0.8100000000000003,3.46
2011-12-02 15:00:00,0.2344854166666667,0.0,15.0,4.46,0.79,3.62
2011-12-02 16:00:00,0.23666041666666665,0.0,16.0,3.8500000000000005,0.7999999999999999,3.45
2011-12-02 17:00:00,0.31057708333333334,0.0,17.0,3.5300000000000002,0.8100000000000003,3.7800000000000002
2011-12-02 18:00:00,0.41336458333333337,0.0,18.0,3.4799999999999995,0.8200000000000001,4.049999999999999
2011-12-02 19:00:00,0.35486041666666673,0.0,19.0,3.259999999999999,0.8499999999999999,4.450000000000001
2011-12-02 20:00:00,0.3616791654166666,0.0,20.0,4.22,0.7999999999999999,5.07
2011-12-02 21:00:00,0.3254125,0.0,21.0,4.409999999999999,0.7599999999999999,6.049999999999999
2011-12-02 22:00:00,0.2594645841666667,0.0,22.0,4.04,0.8299999999999998,6.5
2011-12-02 23:00:00,0.22391875000000003,0.0,23.0,4.630000000000001,0.8699999999999999,6.459999999999999
2011-12-03 00:00:00,0.20917142857142856,1.0,0.0,4.71,0.9299999999999999,7.340000000000002
2011-12-03 01:00:00,0.19967529690476193,1.0,1.0,6.11,0.9200000000000002,7.12
2011-12-03 02:00:00,0.17208541595238097,1.0,2.0,10.409999999999998,0.89,7.269999999999998
2011-12-03 03:00:00,0.15308988166666668,1.0,3.0,10.97,0.8699999999999999,8.17
2011-12-03 04:00:00,0.11934255952380952,1.0,4.0,11.039999999999997,0.89,7.4399999999999995
2011-12-03 05:00:00,0.1247860119047619,1.0,5.0,11.409999999999998,0.9000000000000001,6.619999999999999
2011-12-03 06:00:00,0.1404571428571429,1.0,6.0,11.0,0.95,6.369999999999999
2011-12-03 07:00:00,0.17452410714285713,1.0,7.0,10.960000000000003,0.9200000000000002,5.480000000000001
2011-12-03 08:00:00,0.19859613095238096,1.0,8.0,11.010000000000002,0.8800000000000001,6.32
2011-12-03 09:00:00,0.20269967494588748,1.0,9.0,11.0,0.8699999999999999,5.990000000000001
2011-12-03 10:00:00,0.2723108766233766,1.0,10.0,11.42,0.7699999999999999,6.1000000000000005
2011-12-03 11:00:00,0.23068560606060606,1.0,11.0,11.409999999999998,0.71,6.200000000000002
2011-12-03 12:00:00,0.34022483587662333,1.0,12.0,11.33,0.67,6.6
2011-12-03 13:00:00,0.19895048701298704,1.0,13.0,11.409999999999998,0.6500000000000001,7.049999999999998
2011-12-03 14:00:00,0.188271645021645,1.0,14.0,11.28,0.58,6.51
2011-12-03 15:00:00,0.19876433982683983,1.0,15.0,10.42,0.63,6.079999999999999
2011-12-03 16:00:00,0.26790178344155846,1.0,16.0,10.090000000000002,0.63,4.6499999999999995
2011-12-03 17:00:00,0.3198934000541125,1.0,17.0,7.75,0.66,4.0
2011-12-03 18:00:00,0.3276149891774892,1.0,18.0,6.6599999999999975,0.7199999999999999,4.3999999999999995
2011-12-03 19:00:00,0.36171293127705617,1.0,19.0,5.6499999999999995,0.7900000000000001,4.1899999999999995
2011-12-03 20:00:00,0.3405619588744589,1.0,20.0,5.980000000000001,0.7599999999999999,3.7700000000000005
2011-12-03 21:00:00,0.381140691017316,1.0,21.0,6.36,0.7900000000000001,3.82
2011-12-03 22:00:00,0.3410933425324675,1.0,22.0,5.86,0.8200000000000002,3.6700000000000013
2011-12-03 23:00:00,0.3425955086580086,1.0,23.0,5.799999999999998,0.8600000000000001,3.8299999999999987
2011-12-04 00:00:00,0.19826948051948054,1.0,0.0,6.130000000000001,0.8600000000000001,4.3100000000000005
2011-12-04 01:00:00,0.1815968621212121,1.0,1.0,6.240000000000001,0.8600000000000001,4.200000000000001
2011-12-04 02:00:00,0.14569642922077924,1.0,2.0,6.22,0.8600000000000001,4.200000000000001
2011-12-04 03:00:00,0.13594182965367965,1.0,3.0,5.759999999999999,0.84,5.04
2011-12-04 04:00:00,0.1196087662337662,1.0,4.0,5.61,0.7699999999999999,3.93
2011-12-04 05:00:00,0.10044345238095237,1.0,5.0,4.8999999999999995,0.7900000000000001,4.240000000000001
2011-12-04 06:00:00,0.11599702380952381,1.0,6.0,5.009999999999999,0.8100000000000004,3.93
2011-12-04 07:00:00,0.14374918831168831,1.0,7.0,4.93,0.7800000000000001,4.259999999999999
2011-12-04 08:00:00,0.218415854978355,1.0,8.0,5.36,0.7699999999999999,4.04
2011-12-04 09:00:00,0.2599334415584415,1.0,9.0,5.380000000000002,0.75,4.409999999999999
2011-12-04 10:00:00,0.3083658047619047,1.0,10.0,5.439999999999999,0.7599999999999999,4.47
2011-12-04 11:00:00,0.24673214350649353,1.0,11.0,5.769999999999999,0.7699999999999999,5.04
2011-12-04 12:00:00,0.3632432351731601,1.0,12.0,6.340000000000001,0.7599999999999999,5.14
2011-12-04 13:00:00,0.3368831168831169,1.0,13.0,6.459999999999999,0.7999999999999999,5.04
2011-12-04 14:00:00,0.323584145021645,1.0,14.0,6.6599999999999975,0.8100000000000004,4.450000000000001
2011-12-04 15:00:00,0.3114537337662337,1.0,15.0,5.829999999999999,0.9000000000000002,4.29
2011-12-04 16:00:00,0.3418641774891775,1.0,16.0,5.79,0.8800000000000001,3.9399999999999995
2011-12-04 17:00:00,0.4548135826298701,1.0,17.0,5.519999999999999,0.8499999999999998,4.259999999999999
2011-12-04 18:00:00,0.4818749992424243,1.0,18.0,5.329999999999999,0.8499999999999998,4.36
2011-12-04 19:00:00,0.4504255945887446,1.0,19.0,4.53,0.8499999999999998,4.9399999999999995
2011-12-04 20:00:00,0.45612202608225105,1.0,20.0,2.1299999999999994,0.8800000000000001,4.630000000000001
2011-12-04 21:00:00,0.4024174806277056,1.0,21.0,1.7600000000000002,0.8600000000000001,4.950000000000001
2011-12-04 22:00:00,0.3747960002164501,1.0,22.0,1.2899999999999998,0.83,5.420000000000001
2011-12-04 23:00:00,0.27069859307359306,1.0,23.0,1.0299999999999998,0.8600000000000001,4.8500000000000005
2011-12-05 00:00:00,0.22699540108225105,0.0,0.0,0.16999999999999996,0.8499999999999998,5.380000000000002
2011-12-05 01:00:00,0.1664023261904762,0.0,1.0,-0.039999999999999994,0.84,5.659999999999999
2011-12-05 02:00:00,0.1593471326839827,0.0,2.0,-0.12000000000000002,0.8200000000000002,5.689999999999999
2011-12-05 03:00:00,0.18011580054112555,0.0,3.0,-0.97,0.8200000000000002,6.1000000000000005
2011-12-05 04:00:00,0.13581709956709956,0.0,4.0,-0.75,0.7999999999999999,5.329999999999999
2011-12-05 05:00:00,0.14552705627705628,0.0,5.0,-1.1899999999999997,0.8200000000000002,5.29
2011-12-05 06:00:00,0.17715746753246753,0.0,6.0,-1.2300000000000002,0.8100000000000004,5.450000000000002
2011-12-05 07:00:00,0.268289230952381,0.0,7.0,-1.33,0.7900000000000001,5.64
2011-12-05 08:00:00,0.27437959956709956,0.0,8.0,-1.69,0.8100000000000004,5.590000000000001
2011-12-05 09:00:00,0.21919967532467532,0.0,9.0,-1.18,0.7999999999999999,5.909999999999999
2011-12-05 10:00:00,0.19836985930735931,0.0,10.0,0.4500000000000001,0.7300000000000001,7.040000000000001
2011-12-05 11:00:00,0.1942336303571429,0.0,11.0,1.57,0.7300000000000001,7.099999999999999
