Year,Hour,Ttb,DayTime,Month,Day,Tmin,Tmax,Lm,Ang
2020,,,,5,7,24.0,35.5,0.01,71731 
2020,,,,5,8,24.7,36.5,0.01,76476 
2020,,,,5,9,23.1,36.3,1.7,75559 
2020,,,,5,10,20.4,36.4,0.01,82114 
2020,,,,5,11,21.7,34.4,0.01,67608 
2020,,,,5,12,22.3,37.1,0.3,80976 
2020,,,,5,13,20.7,36.0,0.01,83780 
2020,,,,5,14,22.2,35.2,0.3,74122 
2020,,,,5,15,20.2,34.0,0.01,84681 
2020,,,,5,16,21.9,33.3,0.01,85088 
2020,,,,5,17,22.4,30.6,12.8,83726 
2020,,,,5,18,22.5,33.9,0.01,80405 
2020,,,,5,19,24.1,33.2,0.01,86626 
2020,,,,5,20,23.9,34.3,0.01,79391 
2020,,,,5,21,23.8,32.2,0.01,86439 
2020,,,,5,22,23.2,34.4,0.01,83766 
2020,,,,5,23,22.6,32.5,23.5,76575 
2020,,,,5,24,22.0,30.7,46.3,76827 
2020,,,,5,25,23.2,32.0,0.4,75292 
2020,,,,5,26,23.1,33.2,0.01,83585 
2020,,,,5,27,23.4,33.0,2.4,74618 
2020,,,,5,28,22.5,32.2,0.4,92438 
2020,,,,5,29,23.7,29.0,20.9,94719 
2020,,,,5,30,21.6,32.2,0.01,96578 
2020,,,,5,31,21.3,32.4,0.01,84931 
2020,,,,6,1,21.9,32.1,7.3,82159 
2020,,,,6,2,21.3,32.5,0.2,82183 
2020,,,,6,3,21.0,32.8,0.01,83602 
2020,,,,6,4,23.9,32.5,0.01,80576 
2020,,,,6,5,23.0,32.2,0.01,79039 
2020,,,,6,6,23.2,32.5,0.01,80625 
2020,,,,6,7,24.0,32.2,0.01,82058 
2020,,,,6,8,22.0,33.2,0.01,85857 
2020,,,,6,9,22.2,34.5,0.01,88140 
2020,,,,6,10,22.2,34.7,0.01,83195 
2020,,,,6,11,21.4,32.3,0.01,77182 
2020,,,,6,12,23.5,33.5,0.01,80769 
2020,,,,6,13,22.6,32.3,0.01,81325 
2020,,,,6,14,22.5,32.2,0.01,79223 
2020,,,,6,15,22.5,28.3,0.01,74465 
2020,,,,6,16,22.1,30.1,2.2,71642 
2020,,,,6,17,21.7,29.0,37.4,72647 
2020,,,,6,18,22.0,30.1,1.3,63528 
2020,,,,6,19,22.2,30.7,0.01,80793 
2020,,,,6,20,23.0,31.6,0.01,77856 
2020,,,,6,21,22.2,31.7,0.3,72095 
2020,,,,6,22,21.7,32.5,0.01,74278 
2020,,,,6,23,22.2,32.2,0.01,78295 
2020,,,,6,24,22.2,33.3,0.01,80738 
2020,,,,6,25,23.3,32.2,0.01,77085 
2020,,,,6,26,21.8,32.3,1.5,75059 
2020,,,,6,27,23.0,31.2,4.7,75066 
2020,,,,6,28,22.0,31.0,1.0,71743 
2020,,,,6,29,22.8,28.1,4.4,75205 
2020,,,,6,30,22.1,26.2,1.6,78667 
2020,,,,7,1,22.8,27.3,9.6,69078 
2020,,,,7,2,22.3,29.2,14.3,69360 
2020,,,,7,3,22.5,29.0,9.2,70152 
2020,,,,7,4,23.0,30.2,1.7,68354 
2020,,,,7,5,22.3,32.1,0.01,71693 
2020,,,,7,6,22.3,29.8,4.5,74227 
2020,,,,7,7,22.2,31.0,3.4,74186 
2020,,,,7,8,22.0,32.3,11.5,76380 
2020,,,,7,9,22.9,31.3,0.01,75387 
2020,,,,7,10,22.5,32.4,0.01,76667 
2020,,,,7,11,24.0,32.1,0.01,77685 
2020,,,,7,12,23.0,31.4,0.01,76236 
2020,,,,7,13,22.3,31.0,6.1,74037 
2020,,,,7,14,22.1,30.8,0.01,74603 
2020,,,,7,15,21.3,32.0,0.01,75775 
2020,,,,7,16,22.6,30.8,6.8,77270 
2020,,,,7,17,21.3,30.5,1.4,71372 
2020,,,,7,18,22.0,30.8,0.01,72272 
2020,,,,7,19,21.9,32.0,0.01,71681 
2020,,,,7,20,21.2,32.6,52.6,68165 
2020,,,,7,21,21.2,30.4,7.1,70090 
2020,,,,7,22,22.7,31.3,0.01,73118 
2020,,,,7,23,22.3,32.0,0.01,72893 
2020,,,,7,24,22.2,32.0,0.01,70220 
2020,,,,7,25,23.0,32.1,0.01,73859 
2020,,,,7,26,21.4,32.2,0.01,71300 
2020,,,,7,27,22.2,31.4,0.01,72005 
2020,,,,7,28,21.5,32.7,0.01,72906 
2020,,,,7,29,23.5,32.0,0.01,75536 
2020,,,,7,30,22.1,31.2,18.6,75163 
2020,,,,7,31,21.2,26.2,28.3,73373 
2020,,,,8,1,22.2,25.3,27.0,70631 
2020,,,,8,2,22.1,28.0,88.2,71825 
2020,,,,8,3,22.4,28.4,14.9,72443 
2020,,,,8,4,22.3,28.1,39.3,72811 
2020,,,,8,5,22.2,29.2,0.3,72843 
2020,,,,8,6,22.5,32.1,13.3,73256 
2020,,,,8,7,22.4,30.0,5.4,74318 
2020,,,,8,8,22.4,28.6,4.3,71032 
2020,,,,8,9,22.3,30.3,0.2,70001 
2020,,,,8,10,23.0,28.1,13.4,74432 
2020,,,,8,11,22.5,29.1,17.5,72753 
2020,,,,8,12,23.1,28.7,9.0,73027 
2020,,,,8,13,22.9,28.1,17.5,71971 
2020,,,,8,14,22.0,28.2,2.5,70586 
2020,,,,8,15,22.4,31.2,1.5,70440 
2020,,,,8,16,22.0,31.4,0.01,68992 
2020,,,,8,17,22.2,30.3,0.01,72139 
2020,,,,8,18,20.3,32.2,0.01,75441 
2020,,,,8,19,21.1,28.5,50.4,72325 
2020,,,,8,20,22.4,26.7,58.1,73377 
2020,,,,8,21,22.1,29.3,4.6,71744 
2020,,,,8,22,21.9,30.2,2.6,71186 
2020,,,,8,23,22.0,30.3,0.01,65907 
2020,,,,8,24,21.8,30.5,0.2,126414 
2020,,,,8,25,21.5,32.2,0.01,74219 
2020,,,,8,26,22.2,32.3,0.01,75727 
2020,,,,8,27,23.3,27.1,13.1,88875 
2020,,,,8,28,22.3,27.0,6.1,72526 
2020,,,,8,29,21.7,31.4,0.01,72076 
2020,,,,8,30,22.1,30.3,0.01,72538 
2020,,,,8,31,21.7,31.9,0.2,72520 
2020,,,,9,1,21.6,31.5,10.0,72433 
2020,,,,9,2,20.6,30.2,14.0,69457 
2020,,,,9,3,22.1,31.6,0.7,90168 
2020,,,,9,4,22.0,31.5,3.0,72938 
2020,,,,9,5,22.4,32.0,0.01,74195 
2020,,,,9,6,21.4,31.0,4.3,71646 
2020,,,,9,7,21.5,31.3,2.8,73364 
2020,,,,9,8,21.3,32.3,0.2,72580 
2020,,,,9,9,22.2,33.3,1.4,71254 
2020,,,,9,10,21.2,31.9,0.2,72704 
2020,,,,9,11,22.2,31.0,0.01,73198 
2020,,,,9,12,22.6,31.3,6.8,73064 
2020,,,,9,13,21.3,32.0,1.7,72316 
2020,,,,9,14,21.2,32.3,16.2,72508 
2020,,,,9,15,21.3,30.7,0.2,73109 
2020,,,,9,16,22.2,30.6,0.9,74421 
2020,,,,9,17,22.8,26.3,14.8,74554 
2020,,,,9,18,21.2,22.4,24.0,70614 
2020,,,,9,19,21.6,26.0,13.0,65975 
2020,,,,9,20,21.4,27.2,0.6,67511 
2020,,,,9,21,22.2,31.0,36.4,71944 
2020,,,,9,22,21.8,31.1,1.5,71292 
2020,,,,9,23,22.1,31.2,7.8,69146 
2020,,,,9,24,21.2,30.7,0.01,115029 
2020,,,,9,25,22.1,31.0,0.01,70220 
2020,,,,9,26,22.1,27.0,12.0,67870 
2020,,,,9,27,21.3,28.4,0.01,69182 
2020,,,,9,28,21.0,31.9,0.01,70316 
2020,,,,9,29,22.1,28.3,5.5,68559 
2020,,,,9,30,22.2,29.3,0.01,70488 
